num,date,color1,difficulty1,connection1,word11,word12,word13,word14,color2,difficulty2,connection2,word21,word22,word23,word24,color3,difficulty3,connection3,word31,word32,word33,word34,color4,difficulty4,connection4,word41,word42,word43,word44
394,2024 Jul 9,YELLOW,1,CHRONICLE,JOURNAL,LOG,RECORD,REGISTER,GREEN,2,MESS OF HAIR,MANE,MOP,SHOCK,TANGLE,BLUE,3,TV SHOWS MINUS "S",CHEER,FRIEND,SCRUB,WEED,PURPLE,4,WORDS AFTER "HEDGE",FUND,HOG,MAZE,TRIMMER
395,2024 Jul 10,YELLOW,1,FUTURE LIKELIHOOD,CHANCE,FORECAST,OUTLOOK,PROSPECT,GREEN,2,BACK TALK,ATTITUDE,CHEEK,LIP,SASS,BLUE,3,FISH,BASS,FLUKE,PERCH,PIKE,PURPLE,4,COMPONENTS OF EYEGLASSES,BRIDGE,LENS,RIM,TEMPLE
396,2024 Jul 11,YELLOW,1,SCHOOL SUPPLIES,PEN,RULER,SCISSORS,TAPE,GREEN,2,FUNDAMENTAL,ESSENTIAL,KEY,PRINCIPAL,STAPLE,BLUE,3,TRANSFER,GIVE,HAND,PASS,SEND,PURPLE,4,LIGHT-UP SIGNS,APPLAUSE,EXIT,RECORDING,WALK
397,2024 Jul 12,YELLOW,1,SCHOOL FACILITIES,AUDITORIUM,GYM,LAB,LIBRARY,GREEN,2,ROULETTE BETS,BLACK,EVEN,ODD,RED,BLUE,3,ASSOCIATED WITH "DOVE",CHOCOLATE,PEACE,PIGEON,SOAP,PURPLE,4,___ GOOSE,GOLDEN,GREY,MOTHER,SILLY
398,2024 Jul 13,YELLOW,1,ENORMOUS,GIANT,MAMMOTH,MONSTER,TITANIC,GREEN,2,EMBODIMENT,AVATAR,CHARACTER,FIGURE,PERSONA,BLUE,3,COME ACROSS AS,APPEAR,LOOK,SEEM,SOUND,PURPLE,4,SILENT "T",CASTLE,HUSTLE,LISTEN,WITCH
399,2024 Jul 14,YELLOW,1,SLENDER PROJECTIONS,POINT,PRONG,TINE,TIP,GREEN,2,CONDITIONS FOR COLLECTIBLES,FAIR,FINE,GOOD,MINT,BLUE,3,PROFESSION,BUSINESS,FIELD,LINE,TRADE,PURPLE,4,WORDS BEFORE "NUT",BRAZIL,BUTTER,DOUGH,PINE
400,2024 Jul 15,YELLOW,1,REGARD AS TRUE,ACCEPT,BELIEVE,BUY,TRUST,GREEN,2,FACADE,BLUFF,FRONT,SHAM,SHOW,BLUE,3,WAYS TO SECURE A TV,BASE,BRACKET,MOUNT,STAND,PURPLE,4,LIQUOR BOTTLE SIZES,FIFTH,HANDLE,LITER,PINT
401,2024 Jul 16,YELLOW,1,IN A BAD MOOD,CROSS,SHORT,SURLY,TESTY,GREEN,2,EXPERIMENTAL,EXPLORATORY,PILOT,PRELIMINARY,TRIAL,BLUE,3,STARTS OF BROADWAY MUSICALS,FIDDLER,JERSEY,KINKY,MERRILY,PURPLE,4,PETER ___,PAN,PARKER,PIPER,RABBIT
402,2024 Jul 17,YELLOW,1,BUILDINGS AROUND TOWN,BANK,LAUNDROMAT,POST OFFICE,SUPERMARKET,GREEN,2,HINDER,CHECK,CURB,HAMPER,INHIBIT,BLUE,3,ANIMAL GROUP NAMES,PACK,PRIDE,SCHOOL,SWARM,PURPLE,4,STARTS OF U.S. PRESIDENTS,BIDE,CART,NIX,WASHING
403,2024 Jul 18,YELLOW,1,OPEN SPACE,COURT,PLAZA,SQUARE,YARD,GREEN,2,BOXING UNIT,BOUT,CONTEST,MATCH,ROUND,BLUE,3,GLITZINESS,DAZZLE,FLASH,POMP,RITZ,PURPLE,4,EMOJI,FIRE,HEART,SKULL,SPARKLES
404,2024 Jul 19,YELLOW,1,ROMANTIC PARTNER,FLAME,LOVER,STEADY,SWEETHEART,GREEN,2,INSULT,BURN,DIG,JAB,SLIGHT,BLUE,3,GAS PUMP OPTIONS,DIESEL,PLUS,PREMIUM,REGULAR,PURPLE,4,___ TABLE,COFFEE,PERIODIC,POOL,WATER
405,2024 Jul 20,YELLOW,1,EFFORTLESS,FLUID,GRACEFUL,NATURAL,SMOOTH,GREEN,2,EXERTION,EFFORT,LABOR,SWEAT,WORK,BLUE,3,ENERGY FOR AN ELECTRONIC DEVICE,BATTERY,CHARGE,JUICE,POWER,PURPLE,4,WHAT "POP" MIGHT MEAN,BURST,DAD,MAINSTREAM,SODA
406,2024 Jul 21,YELLOW,1,WAYS TO SUPPORT A CANDIDATE,CAMPAIGN,CANVASS,ORGANIZE,STUMP,GREEN,2,CONSTITUTION,COMPOSITION,FABRIC,MAKEUP,STRUCTURE,BLUE,3,CARPENTRY TOOLS,CLAMP,FILE,LEVEL,SAW,PURPLE,4,MATH ABBREVIATIONS,LOG,MAX,MOD,TAN
407,2024 Jul 22,YELLOW,1,REALM OF EXPERTISE,AREA,DOMAIN,FIELD,SPHERE,GREEN,2,MUSICAL INSTRUMENTS,FIDDLE,HORN,RECORDER,TRIANGLE,BLUE,3,USED TO REDIRECT TRAFFIC,BARRIER,CONE,FLAG,FLARE,PURPLE,4,FOOD ___,CHAIN,FIGHT,PROCESSOR,PYRAMID
408,2024 Jul 23,YELLOW,1,IMPOSTOR,CHARLATAN,FRAUD,QUACK,SHAM,GREEN,2,UTTERANCE,NOISE,PEEP,SOUND,WORD,BLUE,3,ONE WHO LIKES SHOWING OFF,HAM,HOT DOG,PEACOCK,SHOWBOAT,PURPLE,4,LOONEY TUNES CHARACTERS MINUS A LETTER,BUG,PORK,SPEED,TWEET
409,2024 Jul 24,YELLOW,1,JOKE AROUND WITH,KID,RAZZ,RIB,TEASE,GREEN,2,POULTRY CUTS,BREAST,TENDER,THIGH,WING,BLUE,3,BABY ANIMALS,CALF,CUB,FAWN,KIT,PURPLE,4,PUSH THROUGH A CROWD,BARGE,JOSTLE,MUSCLE,SHOULDER
410,2024 Jul 25,YELLOW,1,ANCIENT WRITING SURFACES,CLAY,PAPYRUS,PARCHMENT,WAX,GREEN,2,LEAD AS A TV PROGRAM,ANCHOR,HOST,MODERATE,PRESENT,BLUE,3,NATURAL ABILITY,FACULTY,FLAIR,INSTINCT,TALENT,PURPLE,4,WRAPPED THINGS,BURRITO,GIFT,MUMMY,SPRAIN
411,2024 Jul 26,YELLOW,1,BASIC DIRECTIONS,DOWN,LEFT,RIGHT,UP,GREEN,2,ADVOCATE FOR,BACK,CHAMPION,ENDORSE,SUPPORT,BLUE,3,DRAWBACK,CON,DING,MINUS,STRIKE,PURPLE,4,INSTRUMENT HOMOPHONES,BASE,LIAR,LOOT,SYMBOL
412,2024 Jul 27,YELLOW,1,OFF-TOPIC REMARKS,ASIDE,DETOUR,DIGRESSION,TANGENT,GREEN,2,CREATE AS RESULTS,BEAR,GENERATE,PRODUCE,YIELD,BLUE,3,HOTTIE,BABE,FOX,SNACK,TEN,PURPLE,4,WORDS REPRESENTED BY THE LETTER "R",ARE,RADIUS,REVERSE,RIGHT
413,2024 Jul 28,YELLOW,1,PARTS OF A BOOK,COVER,JACKET,PAGE,SPINE,GREEN,2,CAT COAT PATTERNS,CALICO,TABBY,TORTOISESHELL,TUXEDO,BLUE,3,NERVOUSNESS IN THE SINGULAR,BUTTERFLY,JITTER,NERVE,WILLY,PURPLE,4,STARTING WITH VEGETABLES,BEETHOVEN,CORNUCOPIA,KALEIDOSCOPE,PEACOCK
414,2024 Jul 29,YELLOW,1,STADIUMS,ARENA,BOWL,COLISEUM,DOME,GREEN,2,STREET SUFFIXES,ALLEY,COURT,DRIVE,LANE,BLUE,3,ASSOCIATED WITH SCALES,FISH,JUSTICE,LIBRA,SOLFEGE,PURPLE,4,THINGS WITH SPOUTS,FOUNTAIN,GUTTER,TEAPOT,WHALE
415,2024 Jul 30,YELLOW,1,PEACHY KEEN,NEAT,NIFTY,SUPER,SWELL,GREEN,2,PROVIDE MORE DETAILS,ELABORATE,EXPAND,EXPLAIN,SPECIFY,BLUE,3,ABILITY TO DO SOMETHING WELL,FACILITY,FLAIR,GIFT,KNACK,PURPLE,4,GROUP OF BUILDINGS,BLOCK,COMPLEX,COMPOUND,DEVELOPMENT
416,2024 Jul 31,YELLOW,1,RASPY,GRUFF,HOARSE,HUSKY,ROUGH,GREEN,2,FINGERS,LITTLE,MIDDLE,POINTER,RING,BLUE,3,ALE STYLES,AMBER,PORTER,SOUR,STOUT,PURPLE,4,FRENCH ___,BULLDOG,FRY,HORN,KISS
417,2024 Aug 1,YELLOW,1,PROMOTE,HYPE,MARKET,PITCH,SELL,GREEN,2,THROW,CAST,CHUCK,FLING,HURL,BLUE,3,BOOKSTORE SECTIONS,FICTION,HUMOR,ROMANCE,TRAVEL,PURPLE,4,___ SOCKS,ANKLE,CREW,SWEAT,TUBE
418,2024 Aug 2,YELLOW,1,STRETCH AS ONE'S PATIENCE,STRAIN,TAX,TEST,TRY,GREEN,2,THINGS A DJ DOES,MIX,SAMPLE,SCRATCH,SPIN,BLUE,3,ADJECTIVES USED IN GRAMMAR,DIRECT,IRREGULAR,POSSESSIVE,PRESENT,PURPLE,4,WHAT "GREEN" MIGHT MEAN,ECOLOGICAL,JEALOUS,LUSH,NAUSEOUS
419,2024 Aug 3,YELLOW,1,BIT OF EXCITEMENT,HIGH,KICK,RUSH,THRILL,GREEN,2,TOLERATE,BEAR,STAND,STOMACH,TAKE,BLUE,3,NONSENSE,BALONEY,BULL,BUNK,TRIPE,PURPLE,4,THINGS TO CLICK,HEELS,MOUSE,REMOTE,TONGUE
420,2024 Aug 4,YELLOW,1,KIDDO,BUDDY,CHAMP,SPORT,TIGER,GREEN,2,UP FOR IT,AMENABLE,DOWN,GAME,WILLING,BLUE,3,BEGINNING WITH DOUBLE LETTERS,AARDVARK,EERIE,LLAMA,OOZE,PURPLE,4,NICKNAMES FOR THE SEA WITH "THE",BLUE,BRINY,DEEP,DRINK
421,2024 Aug 5,YELLOW,1,SURVIVE,GET BY,HACK IT,MAKE DO,MANAGE,GREEN,2,KINDS OF GREETING CARDS,BIRTHDAY,CONGRATULATIONS,GET WELL,THANK YOU,BLUE,3,ARE WE CLEAR?,CAPISCE,GET IT,SEE,UNDERSTAND,PURPLE,4,WORDS AFTER "EYE",CANDY,CONTACT,SHADOW,WITNESS
422,2024 Aug 6,YELLOW,1,FLUFFY WHITE THINGS,CLOUD,COTTON BALL,DANDELION,SHEEP,GREEN,2,ONE IN A RESEARCH STUDY,GUINEA PIG,PARTICIPANT,SUBJECT,VOLUNTEER,BLUE,3,TAKE ISSUE,DISAPPROVE,MIND,OBJECT,PROTEST,PURPLE,4,___HORN,BULL,FOG,MATTER,SHOE
423,2024 Aug 7,YELLOW,1,CRAM,JAM,PACK,RAM,STUFF,GREEN,2,RESTAURANT JOBS,COOK,DISHWASHER,HOST,SERVER,BLUE,3,ELECTROMAGNETIC SPECTRUM,MICROWAVE,RADIO,VISIBLE,X-RAY,PURPLE,4,THINGS WITH BITS,BRIDLE,BYTE,COMEDIAN,DRILL
424,2024 Aug 8,YELLOW,1,SPLASHY WAYS TO ENTER A POOL,BACKFLIP,BELLYFLOP,CANNONBALL,JACKKNIFE,GREEN,2,REITERATE,ECHO,PARROT,QUOTE,REPEAT,BLUE,3,MAINSTAY,ANCHOR,BACKBONE,CORNERSTONE,PILLAR,PURPLE,4,___ RADIO,HAM,PIRATE,SATELLITE,TALK
425,2024 Aug 9,YELLOW,1,NOT PRESENT,ABSENT,ELSEWHERE,GONE,MIA,GREEN,2,SUPPORTER,ADVOCATE,CHAMPION,CHEERLEADER,EXPONENT,BLUE,3,ROCK GENRES,GLAM,GOTH,METAL,PUNK,PURPLE,4,SHOCK ___,HORROR,JOCK,VALUE,WAVE
426,2024 Aug 10,YELLOW,1,THINGS THAT ARE RED,DEVIL,MARS,ROSE,STRAWBERRY,GREEN,2,BE IN COMMISSION,FUNCTION,OPERATE,RUN,WORK,BLUE,3,MICROSOFT PRODUCTS,EDGE,OFFICE,TEAMS,WINDOWS,PURPLE,4,BIOPICS,BLONDE,JOBS,MILK,VICE
427,2024 Aug 11,YELLOW,1,LARGE BOAT,BARGE,CRAFT,SHIP,VESSEL,GREEN,2,ALL-TIME GREAT,BEST,CHAMP,GOAT,LEGEND,BLUE,3,REGARDING,ABOUT,CONCERNING,ON,TOWARD,PURPLE,4,HOMOPHONES OF BODY FEATURES,HARE,I,MUSSEL,NAVAL
428,2024 Aug 12,YELLOW,1,METAL ELEMENTS,GOLD,LEAD,MERCURY,TIN,GREEN,2,MATTRESS SIZES,FULL,KING,QUEEN,TWIN,BLUE,3,SLANG FOR TOILET,CAN,HEAD,JOHN,THRONE,PURPLE,4,KINDS OF KNIVES,BOWIE,BUTCHER,BUTTER,BUTTERFLY
429,2024 Aug 13,YELLOW,1,STATED,SAID,SPOKE,TOLD,VOICED,GREEN,2,NICKNAME,DESIGNATION,HANDLE,MONIKER,SOBRIQUET,BLUE,3,OBVIOUS,CLEAR,MARKED,PRONOUNCED,STRIKING,PURPLE,4,___HOUSE (THAT AREN'T HOUSES),PORTER,POWER,ROUGH,WHEEL
430,2024 Aug 14,YELLOW,1,BLUNDER,BOO-BOO,FLUB,GAFFE,GOOF,GREEN,2,FLOWERS,DAISY,JASMINE,PETUNIA,POPPY,BLUE,3,THINGS BEES DO,BUZZ,DANCE,POLLINATE,STING,PURPLE,4,FIRST NAMES OF YANKEES LEGENDS,BABE,LOU,MICKEY,YOGI
431,2024 Aug 15,YELLOW,1,BREADTH,EXTENT,RANGE,REACH,SCOPE,GREEN,2,OTHER HALF,COMPLEMENT,MATCH,MATE,PARTNER,BLUE,3,BEERS FAMILIARLY,BUD,NATTY,SIERRA,STELLA,PURPLE,4,WORDS AFTER "PAY",CHECK,DIRT,PAL,PHONE
432,2024 Aug 16,YELLOW,1,MEH,AVERAGE,FAIR,OK,SO-SO,GREEN,2,U.S. STATE ABBREVIATIONS,HI,MA,OR,PA,BLUE,3,KINDS OF BOOTS,ANKLE,COWBOY,GO-GO,THIGH-HIGH,PURPLE,4,THINGS THAT GO UP AND DOWN,ELEVATOR,SUN,TIDE,YO-YO
433,2024 Aug 17,YELLOW,1,SPOKEN COMMUNICATION,DIALECT,LANGUAGE,SPEECH,TONGUE,GREEN,2,CANOODLE,FRENCH,KISS,MAKE OUT,NECK,BLUE,3,FIRST AID KIT ITEMS,BANDAGE,DRESSING,SCISSORS,TAPE,PURPLE,4,HOUSE STYLES,COTTAGE,CRAFTSMAN,PRAIRIE,RANCH
434,2024 Aug 18,YELLOW,1,ALARM CLOCK BUTTONS,ALARM,HOUR,SNOOZE,TIME SET,GREEN,2,"HERE'S A THOUGHT ...",PERHAPS,SAY,SUPPOSE,WHAT IF,BLUE,3,CANDY PIECES,KISS,NERD,RUNT,WHOPPER,PURPLE,4,SEVEN DWARFS MINUS LAST LETTER,DO,DOPE,GRUMP,SLEEP
435,2024 Aug 19,YELLOW,1,MUSIC GENRES,BLUES,COUNTRY,FOLK,ROCK,GREEN,2,BRATWURST GO-WITHS,BRAT,BUN,MUSTARD,SAUERKRAUT,BLUE,3,YOGA POSES,CHAIR,MOUNTAIN,TREE,WARRIOR,PURPLE,4,STARTING WITH PIXAR MOVIES,COCONUT,SOULMATE,UPDO,WALLET
436,2024 Aug 20,YELLOW,1,RUSH OF WIND,BLOW,DRAFT,GUST,PUFF,GREEN,2,ROTATE,CRANK,REEL,TURN,WIND,BLUE,3,ZODIAC SYMBOLS,BULL,CRAB,LION,RAM,PURPLE,4,DR. SEUSS TITLE FIGURES,CAT,GRINCH,POP,TURTLE
437,2024 Aug 21,YELLOW,1,COVER WITH A THICK LAYER,CAKE,COAT,PLASTER,SMEAR,GREEN,2,THINGS THAT ARE INFLATED,BALLOON,BASKETBALL,FLOATIE,TIRE,BLUE,3,KINDS OF CHARTS,BAR,BUBBLE,LINE,PIE,PURPLE,4,CLASSIC COCKTAIL TYPES,FIZZ,PUNCH,SLING,SOUR
438,2024 Aug 22,YELLOW,1,CLASSIC MOVIE THEATER EQUIPMENT,PROJECTOR,REEL,SCREEN,SPEAKER,GREEN,2,TIER,DECK,FLOOR,LEVEL,STORY,BLUE,3,NEWSPAPER NAMES,GLOBE,MIRROR,POST,SUN,PURPLE,4,PRANK VERBS,EGG,MOON,STREAK,TOILET PAPER
439,2024 Aug 23,YELLOW,1,VISUAL INTERFACE,DISPLAY,MONITOR,SCREEN,TERMINAL,GREEN,2,BURLESQUE WEAR,BOA,CORSET,FAN,GLOVES,BLUE,3,BEIGE SHADES,BUFF,CREAM,FAWN,TAN,PURPLE,4,LANGUAGE HOMOPHONES,BASK,CHECK,FINISH,TIE
440,2024 Aug 24,YELLOW,1,HEARSAY,RUMBLING,SPECULATION,TALK,WHISPERS,GREEN,2,MOVE STEALTHILY,CREEP,SLIP,STEAL,TIPTOE,BLUE,3,CAR RENTAL COMPANIES,BUDGET,ENTERPRISE,NATIONAL,THRIFTY,PURPLE,4,ENDING WITH CHEMICAL ELEMENTS,ENVIRON,JARGON,LATIN,PLEAD
441,2024 Aug 25,YELLOW,1,HOPPING MAD,BOILING,FUMING,LIVID,STEAMING,GREEN,2,STATUS,POSITION,RANKING,STANDING,STATION,BLUE,3,WORDS THAT MAKE UP THE ACRONYM "HVAC",AIR,CONDITIONING,HEATING,VENTILATION,PURPLE,4,ACTIVITIES THAT INVOLVE FOLDING,BAKING,LAUNDRY,ORIGAMI,POKER
442,2024 Aug 26,YELLOW,1,OFFICIAL SANCTIONING,APPROVAL,BLESSING,CONSENT,SUPPORT,GREEN,2,TORUS-SHAPED THINGS,BAGEL,LIFESAVER,TIRE,WREATH,BLUE,3,BAD GOLF SHOTS,HOOK,SHANK,SLICE,WHIFF,PURPLE,4,FOOTWEAR MINUS "ER" SOUND,LOAF,SLIP,SNEAK,WADE
443,2024 Aug 27,YELLOW,1,EXPLOSIVE SOUND,BOOM,CRASH,ROAR,THUNDER,GREEN,2,CHILI PEPPER QUALITY,FIRE,HEAT,KICK,SPICE,BLUE,3,CLASSIC BARBERSHOP SUPPLIES,BRUSH,CAPE,CLIPPERS,GEL,PURPLE,4,KINDS OF CARDS,BASEBALL,MAGIC,SET,TAROT
444,2024 Aug 28,YELLOW,1,PLAYGROUND EQUIPMENT,MONKEY BARS,SLIDE,SWINGS,TEETER-TOTTER,GREEN,2,FOUND AT THE END OF A STRING/CORD,PENDULUM,TEA BAG,TETHERBALL,YO-YO,BLUE,3,DESCRIBED AS DRY,DESERT,HUMOR,MARTINI,TEETOTALER,PURPLE,4,BABY ___,BLUES,BOOMER,STEPS,TEETH
445,2024 Aug 29,YELLOW,1,KINDS OF PIANOS,ELECTRONIC,GRAND,PLAYER,UPRIGHT,GREEN,2,DEEM,CONSIDER,COUNT,JUDGE,REGARD,BLUE,3,U.S. COLLEGES/UNIVERSITIES,BROWN,DUKE,HOWARD,SMITH,PURPLE,4,SECOND NAMES IN COMPANIES WITH AMPERSANDS,GAMBLE,JOHNSON,NOBLE,YOUNG
446,2024 Aug 30,YELLOW,1,SPARKLING THINGS,DIAMOND,GLITTER,GOLD,SEQUIN,GREEN,2,PARTICIPATE IN SUMMER OLYMPIC EVENTS,BOX,DIVE,FENCE,ROW,BLUE,3,WONDERS OF THE WORLD,GARDENS,LIGHTHOUSE,PYRAMID,TEMPLE,PURPLE,4,ICE ___,CREAM,CUBE,MACHINE,STORM
447,2024 Aug 31,YELLOW,1,NEWSPAPER SECTIONS,ARTS,BUSINESS,COMICS,SPORTS,GREEN,2,TREE FEATURES,BARK,CROWN,RINGS,ROOTS,BLUE,3,KINDS OF SALAD,CHEF,GARDEN,GREEK,WEDGE,PURPLE,4,SEEN ON BACKS OF U.S. COINS,EAGLE,MONTICELLO,SHIELD,TORCH
448,2024 Sep 1,YELLOW,1,COOK IN A PAN,BROWN,CHAR,GRILL,SEAR,GREEN,2,PARTS OF THE EAR,ANVIL,CANAL,DRUM,HAMMER,BLUE,3,SHADES OF BLACK,CHARCOAL,JET,RAVEN,SABLE,PURPLE,4,WHERE YOU MIGHT FIND "A DRIVER",GOLF BAG,LIMOUSINE,MOVIE SET,TOOLBOX
449,2024 Sep 2,YELLOW,1,PECULIAR,CURIOUS,FUNNY,OFF,WEIRD,GREEN,2,ASSIGNMENT,JOB,POSITION,POST,STATION,BLUE,3,CLASSIC COLLECTION ITEMS,COIN,COMIC,RECORD,STAMP,PURPLE,4,CHAIN ___,LETTER,MAIL,REACTION,STORE
450,2024 Sep 3,YELLOW,1,ABSOLVE,EXCUSE,PARDON,SAVE,SPARE,GREEN,2,EXCESSIVELY,BEYOND,EXTRA,OVER,TOO,BLUE,3,GLOBAL CURRENCIES,POUND,REAL,WON,YEN,PURPLE,4,___HEAD,ARROW,BLOCK,FORE,KNUCKLE
451,2024 Sep 4,YELLOW,1,VERY SMALL AMOUNT,HINT,SHRED,TOUCH,TRACE,GREEN,2,PUPPY PURCHASES,BED,BOWL,COLLAR,CRATE,BLUE,3,HELP PUT ON A PARTY,CATER,HOST,PLAN,THROW,PURPLE,4,SYMBOLS ON A KEYBOARD,BRACE,CARET,HASH,STAR
452,2024 Sep 5,YELLOW,1,HAIR SALON OFFERINGS,BLOWOUT,COLOR,CUT,TRIM,GREEN,2,CRITICIZE,BASH,BLAST,PAN,SLAM,BLUE,3,OBTAIN,BAG,LAND,SCORE,SNAG,PURPLE,4,MEASURED IN FOOTBALL STATS,ATTEMPT,RECEPTION,SACK,YARD
453,2024 Sep 6,YELLOW,1,QUANTITY,AMOUNT,COUNT,NUMBER,TOTAL,GREEN,2,INCIDENT,AFFAIR,EPISODE,EVENT,MATTER,BLUE,3,THINGS RECEIVED IN THE MAIL,BILL,CARD,CATALOG,LETTER,PURPLE,4,WHAT "SPRING" MIGHT REFER TO,BOUNCE,COIL,GEYSER,SEASON
454,2024 Sep 7,YELLOW,1,WAYS TO TRANSFORM AN IMAGE,CROP,FLIP,ROTATE,SCALE,GREEN,2,THINGS USED IN GOLF,BALL,DRIVER,GLOVE,TEE,BLUE,3,AQUARIUM PURCHASES,FILTER,PUMP,ROCKS,TANK,PURPLE,4,LOGOS WITH HORSES,COACH,GODIVA,MUSTANG,POLO
455,2024 Sep 8,YELLOW,1,VERBS IN A CAKE RECIPE,BAKE,BEAT,FROST,PREHEAT,GREEN,2,WHAT A HEART DOES WHEN EXCITED,POUND,PUMP,RACE,THROB,BLUE,3,ECCLESIASTICAL TITLES,BISHOP,PASTOR,POPE,PRIOR,PURPLE,4,___ BOYS,BAD,BEACH,HARDY,PET SHOP
456,2024 Sep 9,YELLOW,1,GET RED IN THE FACE,BLUSH,BURN,FLUSH,GLOW,GREEN,2,CONTINUOUS,CONSECUTIVE,NONSTOP,SOLID,STRAIGHT,BLUE,3,FLAVOR ASSORTMENT,FLIGHT,PLATTER,SAMPLER,TASTING,PURPLE,4,SITCOMS,BLOSSOM,COACH,COMMUNITY,FULL HOUSE
457,2024 Sep 10,YELLOW,1,VARIETIES,KINDS,SORTS,STRIPES,TYPES,GREEN,2,TRANSFER,DELIVER,GIVE,HAND,PASS,BLUE,3,RATINGS SYSTEMS,A-F,PERCENTAGE,STARS,THUMBS,PURPLE,4,THINGS WITH KINGS,CHECKERS,DECK OF CARDS,MONARCHY,NHL
458,2024 Sep 11,YELLOW,1,LARGE AMOUNT OF MONEY,BUNDLE,FORTUNE,MINT,PILE,GREEN,2,BITS OF WISDOM,KERNEL,NUGGET,PEARL,TIDBIT,BLUE,3,FEATURED IN "JURASSIC PARK",AMBER,DINOSAUR,MOSQUITO,PALEONTOLOGIST,PURPLE,4,THINGS THAT ARE PURPLE,AMETHYST,EGGPLANT,GRIMACE,LAVENDER
459,2024 Sep 12,YELLOW,1,MARK ONLINE FOR LATER,BOOKMARK,FAVORITE,LIKE,SAVE,GREEN,2,BEHALF,ADVANTAGE,BENEFIT,INTEREST,SAKE,BLUE,3,NBA LEGENDS FAMILIARLY,BIRD,CURRY,KOBE,MAGIC,PURPLE,4,ENDING WITH GREEK LETTERS,BIOTA,FETA,MOCHI,PEPSI
460,2024 Sep 13,YELLOW,1,VITALITY,ENERGY,JUICE,LIFE,ZIP,GREEN,2,PALINDROMES FEATURING "E",LEVEL,PEP,REFER,TENET,BLUE,3,FEATURED IN "JACK AND THE BEANSTALK",BEANS,COW,GIANT,JACK,PURPLE,4,CAR MODELS,BEETLE,CIVIC,FOCUS,VOLT
461,2024 Sep 14,YELLOW,1,WINE BOTTLE INFO,GRAPE,REGION,VINTAGE,WINERY,GREEN,2,CONSOLE INPUTS,BUTTON,KNOB,SLIDER,SWITCH,BLUE,3,PREFIXES,PRO,RETRO,SUB,SUPER,PURPLE,4,___ KING,BURGER,CALIFORNIA,LION,PROM
462,2024 Sep 15,YELLOW,1,RESIDE,DWELL,INHABIT,LIVE,STAY,GREEN,2,DECREASE,DECLINE,DROP,DWINDLE,EBB,BLUE,3,DOOFUS,CLOWN,DWEEB,SAP,TURKEY,PURPLE,4,MEMBER OF A SEPTET,DWARF,SEA,SIN,WONDER
463,2024 Sep 16,YELLOW,1,FOREMOST,CHIEF,PREMIER,PRINCIPAL,SUPREME,GREEN,2,SPIKY THINGS,CACTUS,HEDGEHOG,MACE,PINEAPPLE,BLUE,3,OVERLY SENTIMENTAL WORK,CHEESE,CORN,MUSH,PAP,PURPLE,4,THINGS THAT ARE CAPPED,BOTTLE,GRADUATE,MUSHROOM,SALARY
464,2024 Sep 17,YELLOW,1,GET EXCITED WITH "UP",AMP,FIRE,HYPE,PSYCH,GREEN,2,KINDS OF SHOES,FLAT,MULE,PUMP,SLIDE,BLUE,3,LEGISLATIVE ROLES,CHAIR,LEADER,SPEAKER,WHIP,PURPLE,4,NAME HOMOPHONES,DUG,MATTE,MIC,PEAT
465,2024 Sep 18,YELLOW,1,GATHERING SPOT OUTSIDE A RESIDENCE,DECK,PORCH,STOOP,YARD,GREEN,2,LOWDOWN,DISH,DOPE,INFO,SCOOP,BLUE,3,KINDS OF REELS,BLOOPER,DEMO,HIGHLIGHT,SIZZLE,PURPLE,4,CARTOON DOGS MINUS "Y",DROOP,GOOF,LAD,SNOOP
466,2024 Sep 19,YELLOW,1,PREFIX MEANING "VERY",EXTRA,HYPER,OVER,SUPER,GREEN,2,KINDS OF PARTIES,BIRTHDAY,COCKTAIL,DINNER,SURPRISE,BLUE,3,PBS SHOWS,FRONTLINE,MASTERPIECE,NATURE,NOVA,PURPLE,4,PLACES IN FRANCE,ANGERS,CHAMPAGNE,NICE,REUNION
467,2024 Sep 20,YELLOW,1,PRESUME,FIGURE,IMAGINE,SUSPECT,THINK,GREEN,2,SOMEBODY,CHARACTER,INDIVIDUAL,PARTY,PERSON,BLUE,3,CHARACTERS IN "THE EMPIRE STRIKES BACK" FAMILIARLY,BOBA,CHEWIE,EMPEROR,SOLO,PURPLE,4,WORDS AFTER "KITTY",CAT,CORNER,HAWK,LITTER
468,2024 Sep 21,YELLOW,1,CLAIRVOYANT,MEDIUM,MYSTIC,ORACLE,PSYCHIC,GREEN,2,SPECIAL EDITION ADJECTIVES,COLLECTIBLE,EXCLUSIVE,LIMITED,RARE,BLUE,3,"GREAT JOB!",IMPRESSIVE,NICE,PROPS,WELL DONE,PURPLE,4,EXTREMELY,AWFUL,BLOODY,REAL,WAY
469,2024 Sep 22,YELLOW,1,COLOR TYPES,GRAYSCALE,NEON,NEUTRAL,PASTEL,GREEN,2,FILE MENU OPTIONS,NEW,OPEN,PRINT,SAVE,BLUE,3,CHANCE TO WIN A PRIZE,DRAWING,LOTTERY,POOL,RAFFLE,PURPLE,4,WHAT "BRONZE" MIGHT MEAN,ALLOY,SCULPTURE,SUNTAN,THIRD
